MÊS;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO
jul/18;GLP;19119;R$/13kg;68,574;8,225;48;115;17,662;0,12;50,912;7,189;30;86,5;0,141
jul/18;GNV;1315;R$/m3;2,712;0,306;1,989;3,599;0,708;0,113;2,004;0,246;1,506;2,836;0,123
ago/18;OLEO DIESEL;14356;R$/l;3,373;0,2;2,889;4,67;0,321;0,059;3,052;0,143;2,619;3,89;0,047
ago/18;OLEO DIESEL S10;21133;R$/l;3,452;0,19;2,93;4,77;0,339;0,055;3,113;0,134;2,775;3,89;0,043
ago/18;ETANOL HIDRATADO;23472;R$/l;2,656;0,514;1,895;4,799;0,395;0,194;2,261;0,402;1,674;4,053;0,178
ago/18;GASOLINA COMUM;26503;R$/l;4,447;0,302;3,649;5,99;0,44;0,068;4,007;0,236;3,49;4,844;0,059
ago/18;GLP;20207;R$/13kg;68,345;8,139;48;115;17,083;0,119;51,262;7,052;30;86,5;0,138
ago/18;GNV;1292;R$/m3;2,798;0,325;1,989;3,97;0,79;0,116;2,008;0,243;1,514;2,836;0,121
set/18;OLEO DIESEL;12565;R$/l;3,605;0,223;2,889;4,95;0,373;0,062;3,232;0,179;2,619;4,02;0,055
set/18;OLEO DIESEL S10;18656;R$/l;3,688;0,214;2,99;5,07;0,395;0,058;3,293;0,175;2,255;4,11;0,053
set/18;ETANOL HIDRATADO;20416;R$/l;2,798;0,451;1,949;4,8;0,37;0,161;2,428;0,355;1,775;4,109;0,146
set/18;GASOLINA COMUM;23112;R$/l;4,625;0,296;3,69;6,29;0,428;0,064;4,197;0,252;3,515;5;0,06
set/18;GLP;17489;R$/13kg;68,476;8,207;48;120;17,035;0,12;51,441;7,178;30;88;0,14
set/18;GNV;1154;R$/m3;2,851;0,353;1,909;3,899;0,767;0,124;2,084;0,281;1,515;2,853;0,135
out/18;OLEO DIESEL;14974;R$/l;3,706;0,201;3,059;4,95;0,357;0,054;3,349;0,15;2,879;4,099;0,045
out/18;OLEO DIESEL S10;22247;R$/l;3,783;0,196;3,099;5,09;0,366;0,052;3,417;0,146;2,88;4,242;0,043
out/18;ETANOL HIDRATADO;24478;R$/l;2,934;0,405;2,299;4,8;0,349;0,138;2,585;0,327;1,859;4,36;0,126
out/18;GASOLINA COMUM;27682;R$/l;4,717;0,278;3,899;6,29;0,45;0,059;4,267;0,232;3,599;5,022;0,054
out/18;GLP;21040;R$/13kg;68,529;8,135;48;120;16,493;0,119;52,036;7,105;32;88;0,137
out/18;GNV;1310;R$/m3;2,88;0,344;1,989;3,899;0,74;0,119;2,14;0,254;1,515;2,853;0,119
nov/18;OLEO DIESEL;13003;R$/l;3,661;0,214;3,08;4,95;0,393;0,058;3,268;0,173;2,867;4,073;0,053
nov/18;OLEO DIESEL S10;19596;R$/l;3,747;0,204;3,099;5,09;0,406;0,054;3,341;0,17;2,914;4,242;0,051
nov/18;ETANOL HIDRATADO;21602;R$/l;2,917;0,411;2,259;4,799;0,352;0,141;2,565;0,351;1,902;4,059;0,137
nov/18;GASOLINA COMUM;24409;R$/l;4,59;0,296;3,749;6,29;0,55;0,064;4,04;0,263;3,35;4,877;0,065
nov/18;GLP;18316;R$/13kg;68,971;8,271;48;120;16,64;0,12;52,331;7,23;32;86,5;0,138
nov/18;GNV;1224;R$/m3;3,005;0,387;1,949;4,1;0,832;0,129;2,173;0,271;1,515;3,001;0,125
dez/18;OLEO DIESEL;12397;R$/l;3,499;0,261;2,87;4,95;0,449;0,075;3,05;0,215;2,532;4,05;0,07
dez/18;OLEO DIESEL S10;18608;R$/l;3,604;0,25;2,979;5,07;0,47;0,069;3,134;0,211;2,44;4,18;0,067
dez/18;ETANOL HIDRATADO;20528;R$/l;2,828;0,428;2,149;4,98;0,342;0,151;2,486;0,337;1,91;3,944;0,136
dez/18;GASOLINA COMUM;23221;R$/l;4,365;0,307;3,669;6,29;0,508;0,07;3,857;0,241;3,34;4,713;0,062
dez/18;GLP;17522;R$/13kg;69,354;8,173;50;120;16,725;0,118;52,629;7,335;32;86,5;0,139
dez/18;GNV;1138;R$/m3;3,052;0,395;1,949;3,999;0,791;0,129;2,261;0,294;1,64;3,083;0,13
jan/19;OLEO DIESEL;15552;R$/l;3,437;0,252;2,87;4,95;0,416;0,073;3,021;0,183;2,568;4,071;0,061
jan/19;OLEO DIESEL S10;23435;R$/l;3,543;0,239;2,979;5,07;0,448;0,067;3,095;0,181;2,567;4,256;0,058
jan/19;ETANOL HIDRATADO;25791;R$/l;2,812;0,446;2,179;4,949;0,337;0,159;2,475;0,368;1,907;3,922;0,149
jan/19;GASOLINA COMUM;29056;R$/l;4,268;0,314;3,39;6,29;0,5;0,074;3,768;0,249;3;4,885;0,066
jan/19;GLP;21895;R$/13kg;69,26;8,068;47,99;120;16,996;0,116;52,264;7,207;32;88;0,138
jan/19;GNV;1423;R$/m3;3,084;0,392;1,995;3,999;0,75;0,127;2,334;0,295;1,64;3,072;0,126
fev/19;OLEO DIESEL;12444;R$/l;3,453;0,236;2,89;4,95;0,367;0,068;3,086;0,168;2,665;4,062;0,054
fev/19;OLEO DIESEL S10;18901;R$/l;3,549;0,229;2,79;5,07;0,394;0,065;3,155;0,166;2,48;4,21;0,053
fev/19;ETANOL HIDRATADO;20659;R$/l;2,783;0,456;2,129;4,949;0,353;0,164;2,43;0,387;1,726;4,188;0,159
fev/19;GASOLINA COMUM;23251;R$/l;4,19;0,316;3,397;5,69;0,462;0,075;3,728;0,243;2,926;4,603;0,065
fev/19;GLP;17511;R$/13kg;69,107;8,037;47,99;115;16,85;0,116;52,257;7,102;32;86;0,136
fev/19;GNV;1191;R$/m3;3,131;0,314;2,159;4,19;0,784;0,1;2,347;0,316;1,64;3,18;0,135
mar/19;OLEO DIESEL;12291;R$/l;3,53;0,226;2,899;4,95;0,365;0,064;3,165;0,165;2,7;4,19;0,052
mar/19;OLEO DIESEL S10;18829;R$/l;3,619;0,217;2,979;5,07;0,384;0,06;3,235;0,156;2,753;4,31;0,048
mar/19;ETANOL HIDRATADO;20661;R$/l;2,95;0,429;2,19;4,949;0,337;0,145;2,613;0,379;1,911;4,122;0,145
mar/19;GASOLINA COMUM;23219;R$/l;4,305;0,306;3,499;5,988;0,433;0,071;3,872;0,25;2,93;4,74;0,065
mar/19;GLP;17500;R$/13kg;69,169;7,914;47,99;110;16,882;0,114;52,287;7,139;32;90;0,137
mar/19;GNV;1209;R$/m3;3,154;0,31;2,39;4,19;0,752;0,098;2,402;0,289;1,706;3,372;0,12
abr/19;OLEO DIESEL;14573;R$/l;3,573;0,222;2,989;4,95;0,394;0,062;3,179;0,162;2,597;4,24;0,051
abr/19;OLEO DIESEL S10;22367;R$/l;3,66;0,215;2,999;5,07;0,412;0,059;3,248;0,158;2,723;4,35;0,049
abr/19;ETANOL HIDRATADO;24364;R$/l;3,002;0,451;2,299;4,949;0,391;0,15;2,611;0,416;2,07;4,241;0,159
abr/19;GASOLINA COMUM;27385;R$/l;4,437;0,301;3,599;5,988;0,435;0,068;4,002;0,242;2,93;5,015;0,06
abr/19;GLP;20612;R$/13kg;69,064;7,888;50;115;16,79;0,114;52,274;7,159;35,92;90;0,137
abr/19;GNV;1427;R$/m3;3,168;0,316;2,479;4,19;0,725;0,1;2,443;0,282;1,704;3,194;0,115
mai/19;OLEO DIESEL;13220;R$/l;3,649;0,216;3,089;4,95;0,373;0,059;3,276;0,155;2,82;4,27;0,047
mai/19;OLEO DIESEL S10;20237;R$/l;3,73;0,208;3,199;5,07;0,392;0,056;3,338;0,155;2,212;4,39;0,046
mai/19;ETANOL HIDRATADO;22088;R$/l;2,99;0,505;2,259;4,999;0,423;0,169;2,567;0,457;2,035;4,278;0,178
mai/19;GASOLINA COMUM;24841;R$/l;4,552;0,306;3,699;5,859;0,422;0,067;4,13;0,246;3,387;5,024;0,06
mai/19;GLP;18720;R$/13kg;69,294;7,987;50;115;16,698;0,115;52,596;7,32;32;90;0,139
mai/19;GNV;1282;R$/m3;3,162;0,327;2,449;4,19;0,765;0,103;2,397;0,298;1,706;3,194;0,124
jun/19;OLEO DIESEL;12460;R$/l;3,608;0,224;3,089;4,95;0,398;0,062;3,21;0,168;2,79;4,27;0,052
jun/19;OLEO DIESEL S10;18987;R$/l;3,692;0,214;3,099;5,07;0,423;0,058;3,269;0,165;2,85;4,4;0,05
jun/19;ETANOL HIDRATADO;20626;R$/l;2,819;0,545;2,159;4,97;0,361;0,193;2,458;0,442;1,836;4,226;0,18
jun/19;GASOLINA COMUM;23235;R$/l;4,468;0,311;3,679;5,859;0,464;0,07;4,004;0,251;3,502;5,091;0,063
jun/19;GLP;17474;R$/13kg;69,241;7,929;50;115;16,534;0,115;52,707;7,336;35,99;90;0,139
jun/19;GNV;1231;R$/m3;3,161;0,309;2,499;3,999;0,803;0,098;2,358;0,303;1,685;3,289;0,128
jul/19;OLEO DIESEL;14910;R$/l;3,543;0,227;3,029;4,95;0,421;0,064;3,122;0,16;2,677;4,192;0,051
jul/19;OLEO DIESEL S10;22949;R$/l;3,631;0,219;3,07;5,07;0,45;0,06;3,181;0,159;2,69;4,325;0,05
jul/19;ETANOL HIDRATADO;24885;R$/l;2,776;0,536;2,099;4,97;0,323;0,193;2,453;0,432;1,903;4,259;0,176
jul/19;GASOLINA COMUM;28065;R$/l;4,351;0,317;3,569;5,859;0,458;0,073;3,893;0,238;3,4;4,79;0,061
jul/19;GLP;21027;R$/13kg;69,077;7,895;49,99;115;16,523;0,114;52,554;7,26;32;90;0,138
jul/19;GNV;1378;R$/m3;3,148;0,312;2,489;4,19;0,736;0,099;2,412;0,312;1,712;3,328;0,129
ago/19;OLEO DIESEL;12814;R$/l;3,524;0,224;3,048;4,95;0,404;0,064;3,12;0,159;2,59;4,12;0,051
ago/19;OLEO DIESEL S10;19810;R$/l;3,612;0,22;2,999;5,07;0,432;0,061;3,18;0,159;2,55;4,254;0,05
ago/19;ETANOL HIDRATADO;21495;R$/l;2,829;0,507;2,139;4,97;0,312;0,179;2,517;0,421;1,999;4,103;0,167
ago/19;GASOLINA COMUM;24149;R$/l;4,316;0,308;3,559;5,799;0,454;0,071;3,862;0,24;3,258;4,734;0,062
ago/19;GLP;18289;R$/13kg;68,823;7,836;49,5;115;16,608;0,114;52,215;7,205;32;88;0,138
ago/19;GNV;1247;R$/m3;3,157;0,317;2,499;4,32;0,773;0,1;2,384;0,282;1,712;3,231;0,118
set/19;OLEO DIESEL;13460;R$/l;3,592;0,233;2,999;4,95;0,379;0,065;3,213;0,176;2,733;4,036;0,055
set/19;OLEO DIESEL S10;20547;R$/l;3,671;0,226;2,999;5,07;0,397;0,062;3,274;0,172;2,29;4,19;0,053
set/19;ETANOL HIDRATADO;22208;R$/l;2,851;0,494;2,249;4,97;0,33;0,173;2,521;0,415;2,047;3,932;0,165
set/19;GASOLINA COMUM;25045;R$/l;4,326;0,31;3,559;5,799;0,448;0,072;3,878;0,236;3,314;4,558;0,061
set/19;GLP;17932;R$/13kg;68,859;7,844;49,5;115;16,904;0,114;51,955;6,928;32;90;0,133
set/19;GNV;1276;R$/m3;3,156;0,325;2,599;4,32;0,729;0,103;2,427;0,308;1,683;3,231;0,127
out/19;OLEO DIESEL;14356;R$/l;3,705;0,22;3,139;4,95;0,358;0,059;3,347;0,143;2,81;4,05;0,043
out/19;OLEO DIESEL S10;22364;R$/l;3,777;0,21;3,16;5,07;0,366;0,056;3,411;0,145;2,468;4,19;0,043
out/19;ETANOL HIDRATADO;24268;R$/l;2,906;0,479;2,269;5,47;0,331;0,165;2,575;0,394;2,021;3,969;0,153
out/19;GASOLINA COMUM;27201;R$/l;4,38;0,303;3,629;5,799;0,43;0,069;3,95;0,237;3,209;4,632;0,06
out/19;GLP;21408;R$/13kg;68,771;7,678;50;115;17,018;0,112;51,753;6,787;32;90;0,131
out/19;GNV;1473;R$/m3;3,181;0,337;2,599;4,185;0,732;0,106;2,449;0,309;1,781;3,231;0,126
nov/19;OLEO DIESEL;12339;R$/l;3,713;0,217;3,17;4,95;0,376;0,058;3,337;0,144;2,9;3,98;0,043
nov/19;OLEO DIESEL S10;19175;R$/l;3,786;0,207;3,19;5,07;0,389;0,055;3,397;0,142;2,479;4,182;0,042
nov/19;ETANOL HIDRATADO;20683;R$/l;2,974;0,457;2,349;5,47;0,325;0,154;2,649;0,383;2;4,074;0,145
nov/19;GASOLINA COMUM;23235;R$/l;4,413;0,291;3,649;5,799;0,434;0,066;3,979;0,236;3,403;4,71;0,059
nov/19;GLP;17493;R$/13kg;69,113;7,708;50;115;16,963;0,112;52,15;6,97;32;90;0,134
nov/19;GNV;1235;R$/m3;3,188;0,326;2,599;4,149;0,788;0,102;2,4;0,316;1,781;3,221;0,132
dez/19;OLEO DIESEL;13743;R$/l;3,737;0,211;3,249;4,99;0,366;0,056;3,371;0,151;2,9;4,02;0,045
dez/19;OLEO DIESEL S10;21766;R$/l;3,811;0,202;3,29;5,089;0,381;0,053;3,43;0,151;2,174;4,255;0,044
dez/19;ETANOL HIDRATADO;23528;R$/l;3,125;0,421;2,379;5,47;0,355;0,135;2,77;0,377;2,2;4,251;0,136
dez/19;GASOLINA COMUM;26228;R$/l;4,531;0,281;3,699;5,859;0,442;0,062;4,089;0,237;3,51;4,924;0,058
dez/19;GLP;18546;R$/13kg;69,241;7,659;50;115;16,923;0,111;52,318;7,167;32;87,5;0,137
dez/19;GNV;1427;R$/m3;3,203;0,324;2,679;4,559;0,789;0,101;2,414;0,311;1,781;3,363;0,129
jan/20;OLEO DIESEL;13821;R$/l;3,788;0,213;3,29;5,009;0,373;0,056;3,415;0,15;3,015;4,192;0,044
jan/20;OLEO DIESEL S10;21699;R$/l;3,856;0,204;2,899;5,15;0,388;0,053;3,468;0,151;2,791;4,297;0,044
jan/20;ETANOL HIDRATADO;22882;R$/l;3,226;0,424;2,478;5,099;0,336;0,131;2,89;0,393;2,271;4,359;0,136
jan/20;GASOLINA COMUM;25996;R$/l;4,579;0,276;3,799;5,899;0,45;0,06;4,129;0,235;3,54;5,004;0,057
jan/20;GLP;20793;R$/13kg;69,743;8,021;50;115;16,909;0,115;52,834;7,478;32;87,5;0,142
jan/20;GNV;1418;R$/m3;3,211;0,319;2,199;4,779;0,829;0,099;2,382;0,334;1,738;4,219;0,14
fev/20;OLEO DIESEL;12258;R$/l;3,714;0,228;3,149;4,99;0,446;0,061;3,268;0,17;2,735;3,948;0,052
fev/20;OLEO DIESEL S10;19352;R$/l;3,795;0,217;3,039;5,07;0,481;0,057;3,314;0,172;2,84;4,271;0,052
fev/20;ETANOL HIDRATADO;20555;R$/l;3,248;0,43;2,69;4,999;0,317;0,132;2,931;0,402;2,309;4,693;0,137
fev/20;GASOLINA COMUM;23230;R$/l;4,55;0,274;3,67;5,899;0,474;0,06;4,076;0,238;3,544;4,77;0,058
fev/20;GLP;17477;R$/13kg;69,907;7,97;50;115;16,638;0,114;53,269;7,51;32;87,5;0,141
fev/20;GNV;1298;R$/m3;3,209;0,311;2,699;4,149;0,774;0,097;2,435;0,32;1,763;3,221;0,131
mar/20;OLEO DIESEL;13559;R$/l;3,574;0,259;2,89;4,95;0,463;0,072;3,111;0,189;2,58;3,948;0,061
mar/20;OLEO DIESEL S10;21678;R$/l;3,665;0,251;2,699;5,07;0,509;0,068;3,156;0,188;2,342;4,192;0,06
mar/20;ETANOL HIDRATADO;23156;R$/l;3,196;0,454;2,099;4,999;0,307;0,142;2,889;0,437;1,84;4,693;0,151
mar/20;GASOLINA COMUM;26055;R$/l;4,462;0,294;3,23;5,889;0,466;0,066;3,996;0,266;3,01;4,748;0,067
mar/20;GLP;19492;R$/13kg;69,937;7,902;50;115;16,723;0,113;53,214;7,439;32;87,5;0,14
mar/20;GNV;1404;R$/m3;3,195;0,307;2,689;4,429;0,793;0,096;2,402;0,338;1,816;3,216;0,141
abr/20;OLEO DIESEL;13745;R$/l;3,293;0,271;2,453;4,95;0,47;0,082;2,823;0,187;2,213;3,67;0,066
abr/20;OLEO DIESEL S10;21615;R$/l;3,392;0,275;2,465;5,07;0,51;0,081;2,882;0,207;2,27;3,932;0,072
abr/20;ETANOL HIDRATADO;22941;R$/l;2,784;0,564;1,859;4,999;0,454;0,203;2,33;0,571;1,555;4,31;0,245
abr/20;GASOLINA COMUM;25947;R$/l;4,066;0,341;2,92;5,889;0,557;0,084;3,509;0,316;2,831;4,668;0,09
abr/20;GLP;19240;R$/13kg;69,889;7,551;49,99;115;17,384;0,108;52,505;7,454;32;87,5;0,142
abr/20;GNV;1316;R$/m3;3,184;0,295;2,399;4,149;0,773;0,093;2,411;0,263;1,971;3,149;0,109
mai/20;OLEO DIESEL;12070;R$/l;3,037;0,271;2,459;4,95;0,505;0,089;2,532;0,176;2,169;3,32;0,07
mai/20;OLEO DIESEL S10;19283;R$/l;3,14;0,283;2,489;5,07;0,548;0,09;2,592;0,197;2,18;3,7;0,076
mai/20;ETANOL HIDRATADO;20575;R$/l;2,55;0,564;1,799;4,999;0,411;0,221;2,139;0,475;1,638;4,319;0,222
mai/20;GASOLINA COMUM;23056;R$/l;3,818;0,314;2,87;5,69;0,542;0,082;3,276;0,26;2,635;4,654;0,079
mai/20;GLP;17427;R$/13kg;69,536;7,423;49,99;115;17,829;0,107;51,707;7,473;32;87,5;0,145
mai/20;GNV;1204;R$/m3;3,098;0,297;2,397;3,999;0,784;0,096;2,314;0,206;1,789;2,721;0,089
jun/20;OLEO DIESEL;13668;R$/l;3,064;0,247;2,49;4,95;0,441;0,081;2,623;0,148;2,165;3,291;0,056
jun/20;OLEO DIESEL S10;21889;R$/l;3,152;0,261;2,53;5,07;0,477;0,083;2,675;0,164;2,161;3,7;0,061
jun/20;ETANOL HIDRATADO;23397;R$/l;2,655;0,504;1,969;4,999;0,372;0,19;2,283;0,384;1,616;4,107;0,168
jun/20;GASOLINA COMUM;26187;R$/l;3,964;0,301;2,99;5,69;0,475;0,076;3,489;0,256;2,77;4,392;0,073
jun/20;GLP;19812;R$/13kg;69,579;7,59;49,99;115;17,512;0,109;52,067;7,347;39,4;87,5;0,141
jun/20;GNV;1409;R$/m3;3,08;0,305;2,389;3,999;0,905;0,099;2,175;0,222;1,788;2,949;0,102
jul/20;OLEO DIESEL;13533;R$/l;3,249;0,239;2,54;4,95;0,402;0,074;2,847;0,172;2,22;3,702;0,06
jul/20;OLEO DIESEL S10;21486;R$/l;3,327;0,242;2,58;5,07;0,425;0,073;2,902;0,18;2,161;3,721;0,062
jul/20;ETANOL HIDRATADO;22862;R$/l;2,739;0,49;2,099;4,999;0,374;0,179;2,365;0,393;1,85;3,884;0,166
jul/20;GASOLINA COMUM;25641;R$/l;4,144;0,294;3,259;5,69;0,453;0,071;3,691;0,248;2,65;4,64;0,067
jul/20;GLP;19378;R$/13kg;69,961;7,435;49,9;115;17,341;0,106;52,62;6,547;39,4;77,5;0,124
jul/20;GNV;1410;R$/m3;3,062;0,308;2;3,999;0,93;0,101;2,132;0,186;1,866;2,949;0,087
ago/20;OLEO DIESEL;8952;R$/l;3,358;0,231;2,729;4,95;0,377;0,069;2,981;0,144;2,417;3,898;0,048
ago/20;OLEO DIESEL S10;14398;R$/l;3,431;0,231;2,79;5,07;0,402;0,067;3,029;0,151;2,16;3,904;0,05
ago/20;ETANOL HIDRATADO;15169;R$/l;2,768;0,486;2,079;4,94;0,37;0,176;2,398;0,394;1,877;4,043;0,164
ago/20;GASOLINA COMUM;17042;R$/l;4,237;0,3;3,37;5,69;0,461;0,071;3,776;0,245;3,11;4,694;0,065
ago/20;GLP;12463;R$/13kg;69,981;7,642;49,9;115;17,138;0,109;52,843;7,073;41,43;77,5;0,134
ago/20;GNV;957;R$/m³;3,015;0,324;2;4,099;0,893;0,107;2,122;0,211;1,543;2,66;0,099
out/20;ETANOL HIDRATADO;2093;R$/l;3,006;0,372;2,499;4,499;-;0,124;-;-;-;-;-
out/20;GASOLINA ADITIVADA;1678;R$/l;4,509;0,324;3,789;5,999;-;0,072;-;-;-;-;-
out/20;GASOLINA COMUM;2350;R$/l;4,358;0,308;3,64;5,199;-;0,071;-;-;-;-;-
out/20;GLP;1392;R$/13kg;71,611;8,571;50;105;-;0,12;-;-;-;-;-
out/20;GNV;252;R$/m³;2,879;0,308;2,19;3,719;-;0,107;-;-;-;-;-
out/20;OLEO DIESEL;681;R$/l;3,454;0,289;2,879;4,65;-;0,084;-;-;-;-;-
out/20;OLEO DIESEL S10;1815;R$/l;3,582;0,255;3,079;4,69;-;0,071;-;-;-;-;-
nov/20;ETANOL HIDRATADO;7309;R$/l;3,103;0,406;2,499;5,149;-;0,131;-;-;-;-;-
nov/20;GASOLINA ADITIVADA;5966;R$/l;4,565;0,329;3,69;5,999;-;0,072;-;-;-;-;-
nov/20;GASOLINA COMUM;7996;R$/l;4,406;0,31;3,59;5,499;-;0,07;-;-;-;-;-
nov/20;GLP;4924;R$/13kg;73,206;8,253;53;110;-;0,113;-;-;-;-;-
nov/20;GNV;803;R$/m³;2,965;0,279;2,29;3,94;-;0,094;-;-;-;-;-
nov/20;OLEO DIESEL;2703;R$/l;3,514;0,255;2,949;5,09;-;0,073;-;-;-;-;-
nov/20;OLEO DIESEL S10;6331;R$/l;3,605;0,24;2,989;5,221;-;0,067;-;-;-;-;-
dez/20;ETANOL HIDRATADO;9816;R$/l;3,179;0,407;2,299;5,149;-;0,128;-;-;-;-;-
dez/20;GASOLINA ADITIVADA;8140;R$/l;4,619;0,314;3,789;5,999;-;0,068;-;-;-;-;-
dez/20;GASOLINA COMUM;10805;R$/l;4,483;0,303;3,65;5,499;-;0,068;-;-;-;-;-
dez/20;GLP;7411;R$/13kg;74,744;7,911;58,99;110;-;0,106;-;-;-;-;-
dez/20;GNV;1018;R$/m³;3,09;0,258;2,389;3,94;-;0,083;-;-;-;-;-
dez/20;OLEO DIESEL;3868;R$/l;3,606;0,237;3,09;4,8;-;0,066;-;-;-;-;-
dez/20;OLEO DIESEL S10;8616;R$/l;3,683;0,227;3,099;5,379;-;0,062;-;-;-;-;-
jan/21;ETANOL HIDRATADO;9638;R$/l;3,221;0,407;2,479;5,295;-;0,126;-;-;-;-;-
jan/21;GASOLINA ADITIVADA;8022;R$/l;4,756;0,302;3,525;6,998;-;0,063;-;-;-;-;-
jan/21;GASOLINA COMUM;10748;R$/l;4,622;0,294;3,099;5,95;-;0,064;-;-;-;-;-
jan/21;GLP;7483;R$/13kg;76,86;7,902;59,99;105;-;0,103;-;-;-;-;-
jan/21;GNV;1010;R$/m³;3,187;0,302;2,499;4,579;-;0,095;-;-;-;-;-
jan/21;OLEO DIESEL;4106;R$/l;3,696;0,232;3,199;5,25;-;0,063;-;-;-;-;-
jan/21;OLEO DIESEL S10;8597;R$/l;3,778;0,222;3,239;5,3;-;0,059;-;-;-;-;-
fev/21;ETANOL HIDRATADO;10201;R$/l;3,429;0,442;2,05;5,499;-;0,129;-;-;-;-;-
fev/21;GASOLINA ADITIVADA;8428;R$/l;5,088;0,355;3,599;6,999;-;0,07;-;-;-;-;-
fev/21;GASOLINA COMUM;11354;R$/l;4,951;0,346;3,89;6,35;-;0,07;-;-;-;-;-
fev/21;GLP;7937;R$/13kg;79,691;8,16;58;110;-;0,102;-;-;-;-;-
fev/21;GNV;1051;R$/m³;3,207;0,318;2,379;4,049;-;0,099;-;-;-;-;-
fev/21;OLEO DIESEL;4512;R$/l;3,951;0,31;3,289;5,85;-;0,078;-;-;-;-;-
fev/21;OLEO DIESEL S10;8959;R$/l;4,007;0,289;3,199;5,89;-;0,072;-;-;-;-;-
mar/21;ETANOL HIDRATADO;13848;R$/l;4,037;0,494;2,859;6,578;-;0,122;;;;;
mar/21;GASOLINA ADITIVADA;11542;R$/l;5,636;0,368;4,299;7,299;-;0,065;;;;;
mar/21;GASOLINA COMUM;15408;R$/l;5,484;0,358;4,279;6,7;-;0,065;;;;;
mar/21;GLP;10718;R$/13kg;83,166;8,11;55,99;120;-;0,098;;;;;
mar/21;GNV;1420;R$/m³;3,262;0,325;2,399;4,493;-;0,1;;;;;
mar/21;OLEO DIESEL;6176;R$/l;4,252;0,274;3,399;6,01;-;0,064;;;;;
mar/21;OLEO DIESEL S10;12184;R$/l;4,313;0,252;3,59;5,89;-;0,058;;;;;
abr/21;ETANOL HIDRATADO;12140;R$/l;3,826;0,54;2,379;6,259;-;0,141;-;-;-;-;-
abr/21;GASOLINA ADITIVADA;9971;R$/l;5,601;0,362;3,457;6,999;-;0,065;-;-;-;-;-
abr/21;GASOLINA COMUM;13478;R$/l;5,448;0,353;3,899;6,89;-;0,065;-;-;-;-;-
abr/21;GLP;9466;R$/13kg;85,007;7,915;64;120;-;0,093;-;-;-;-;-
abr/21;GNV;1167;R$/m³;3,276;0,379;2,499;4,598;-;0,116;-;-;-;-;-
abr/21;OLEO DIESEL;5534;R$/l;4,202;0,28;3,599;5,899;-;0,067;-;-;-;-;-
abr/21;OLEO DIESEL S10;10648;R$/l;4,263;0,256;3,699;5,78;-;0,06;-;-;-;-;-
mai/21;ETANOL HIDRATADO;14067;R$/l;4,25;0,476;3,199;6,595;-;0,112;-;-;-;-;-
mai/21;GASOLINA ADITIVADA;11293;R$/l;5,76;0,345;4,599;6,999;-;0,06;-;-;-;-;-
mai/21;GASOLINA COMUM;15498;R$/l;5,604;0,341;4,199;6,997;-;0,061;-;-;-;-;-
mai/21;GLP;11240;R$/13kg;85,374;8,323;64,99;125;-;0,097;-;-;-;-;-
mai/21;GNV;1229;R$/m³;3,834;0,468;2,599;5,399;-;0,122;-;-;-;-;-
mai/21;OLEO DIESEL;6279;R$/l;4,47;0,28;3,099;6,13;-;0,063;-;-;-;-;-
mai/21;OLEO DIESEL S10;12096;R$/l;4,526;0,255;3,299;6,13;-;0,056;-;-;-;-;-
jun/21;ETANOL HIDRATADO;16976;R$/l;4,358;0,514;3,097;6,999;-;0,118;-;-;-;-;-
jun/21;GASOLINA ADITIVADA;13957;R$/l;5,829;0,335;4,199;6,999;-;0,057;-;-;-;-;-
jun/21;GASOLINA COMUM;18804;R$/l;5,687;0,331;4,398;6,89;-;0,058;-;-;-;-;-
jun/21;GLP;13756;R$/13kg;87,43;8,227;58;130;-;0,094;-;-;-;-;-
jun/21;GNV;1370;R$/m³;3,876;0,454;2,749;5,488;-;0,117;-;-;-;-;-
jun/21;OLEO DIESEL;8127;R$/l;4,505;0,268;3,099;6,1;-;0,059;-;-;-;-;-
jun/21;OLEO DIESEL S10;14966;R$/l;4,569;0,247;2,805;6,349;-;0,054;-;-;-;-;-
jul/21;ETANOL HIDRATADO;16120;R$/l;4,318;0,554;3,189;6,999;-;0,128;-;-;-;-;-
jul/21;GASOLINA ADITIVADA;13580;R$/l;5,945;0,352;4,69;7,097;-;0,059;-;-;-;-;-
jul/21;GASOLINA COMUM;18149;R$/l;5,807;0,354;4,549;6,999;-;0,061;-;-;-;-;-
jul/21;GLP;13418;R$/13kg;91,921;8,454;64,99;130;-;0,092;-;-;-;-;-
jul/21;GNV;1295;R$/m³;3,938;0,462;2,749;5,649;-;0,117;-;-;-;-;-
jul/21;OLEO DIESEL;8107;R$/l;4,589;0,271;3,889;6,398;-;0,059;-;-;-;-;-
jul/21;OLEO DIESEL S10;14699;R$/l;4,646;0,251;3,899;6,2;-;0,054;-;-;-;-;-
